Time,Conso_resident,Conso_bureau,Conso_ecole,Conso_tot
2023-01-01 12:15:00,8.81,13.44,5.4125,27.6625
2023-01-01 12:30:00,9.81,12.75,5.865,28.425000000000004
2023-01-01 12:45:00,10.81,12.06,6.3175,29.1875
2023-01-01 13:00:00,11.81,11.37,6.77,29.95
2023-01-01 13:15:00,11.635,12.0625,6.682499999999999,30.379999999999995
2023-01-01 13:30:00,11.46,12.755,6.595,30.81
2023-01-01 13:45:00,11.285,13.4475,6.5075,31.24
2023-01-01 14:00:00,11.11,14.14,6.42,31.67
2023-01-01 14:15:00,10.87,13.225,6.055,30.15
2023-01-01 14:30:00,10.63,12.31,5.69,28.629999999999995
2023-01-01 14:45:00,10.39,11.395,5.325,27.11
2023-01-01 15:00:00,10.15,10.48,4.96,25.590000000000003
2023-01-01 15:15:00,10.7,10.7575,4.95,26.4075
2023-01-01 15:30:00,11.25,11.035,4.94,27.225
2023-01-01 15:45:00,11.8,11.3125,4.93,28.0425
2023-01-01 16:00:00,12.35,11.59,4.92,28.86
2023-01-01 16:15:00,14.2775,11.6675,4.06,30.005
2023-01-01 16:30:00,16.205,11.745,3.2,31.15
2023-01-01 16:45:00,18.1325,11.8225,2.34,32.295
2023-01-01 17:00:00,20.06,11.9,1.48,33.44
2023-01-01 17:15:00,21.9225,12.1625,1.7175,35.8025
2023-01-01 17:30:00,23.785,12.425,1.955,38.165
2023-01-01 17:45:00,25.6475,12.6875,2.1925,40.5275
2023-01-01 18:00:00,27.51,12.95,2.43,42.89
2023-01-01 18:15:00,29.825000000000003,9.8875,1.895,41.60750000000001
2023-01-01 18:30:00,32.14,6.824999999999999,1.36,40.325
2023-01-01 18:45:00,34.455000000000005,3.7624999999999993,0.8250000000000002,39.0425
2023-01-01 19:00:00,36.77,0.7,0.29,37.760000000000005
2023-01-01 19:15:00,37.6925,1.2775,0.435,39.405
2023-01-01 19:30:00,38.615,1.855,0.5800000000000001,41.05
2023-01-01 19:45:00,39.5375,2.4325,0.7250000000000001,42.695
2023-01-01 20:00:00,40.46,3.01,0.87,44.34
2023-01-01 20:15:00,39.5725,2.4325,1.0725,43.07749999999999
2023-01-01 20:30:00,38.685,1.855,1.275,41.815
2023-01-01 20:45:00,37.7975,1.2775,1.4775,40.5525
2023-01-01 21:00:00,36.91,0.7,1.68,39.29
2023-01-01 21:15:00,35.0,1.5775,1.335,37.9125
2023-01-01 21:30:00,33.09,2.455,0.99,36.535
2023-01-01 21:45:00,31.18,3.3325,0.645,35.157500000000006
2023-01-01 22:00:00,29.27,4.21,0.3,33.779999999999994
2023-01-01 22:15:00,27.5125,3.3325,1.1025,31.9475
2023-01-01 22:30:00,25.755,2.455,1.905,30.115
2023-01-01 22:45:00,23.9975,1.5775,2.7075,28.2825
2023-01-01 23:00:00,22.24,0.7,3.51,26.45
2023-01-01 23:15:00,17.987499999999997,1.8225,3.8075,23.6175
2023-01-01 23:30:00,13.735,2.9450000000000003,4.105,20.785
2023-01-01 23:45:00,9.4825,4.0675,4.4025,17.9525
2023-01-02 00:00:00,5.23,5.19,4.7,15.12
2023-01-02 00:15:00,5.8775,5.87,4.26,16.0075
2023-01-02 00:30:00,6.525,6.550000000000001,3.82,16.895000000000003
2023-01-02 00:45:00,7.1725,7.23,3.38,17.7825
2023-01-02 01:00:00,7.82,7.91,2.94,18.67
2023-01-02 01:15:00,8.0425,8.7275,2.645,19.415
2023-01-02 01:30:00,8.265,9.545,2.35,20.160000000000004
2023-01-02 01:45:00,8.4875,10.3625,2.055,20.905
2023-01-02 02:00:00,8.71,11.18,1.76,21.65
2023-01-02 02:15:00,9.0475,9.5725,2.135,20.755000000000003
2023-01-02 02:30:00,9.385000000000002,7.965,2.51,19.86
2023-01-02 02:45:00,9.7225,6.3575,2.885,18.965
2023-01-02 03:00:00,10.06,4.75,3.26,18.07
2023-01-02 03:15:00,10.3375,5.3675,4.2875,19.9925
2023-01-02 03:30:00,10.615,5.984999999999999,5.315,21.915
2023-01-02 03:45:00,10.8925,6.6025,6.3425,23.8375
2023-01-02 04:00:00,11.17,7.22,7.37,25.76
2023-01-02 04:15:00,13.165,7.425,6.8625,27.4525
2023-01-02 04:30:00,15.16,7.629999999999999,6.355,29.145
2023-01-02 04:45:00,17.155,7.834999999999999,5.8475,30.8375
2023-01-02 05:00:00,19.15,8.04,5.34,32.53
2023-01-02 05:15:00,21.395,8.3425,4.8925,34.629999999999995
2023-01-02 05:30:00,23.64,8.645,4.445,36.73
2023-01-02 05:45:00,25.885,8.9475,3.9975,38.83
2023-01-02 06:00:00,28.13,9.25,3.55,40.92999999999999
2023-01-02 06:15:00,28.075,8.7025,3.205,39.9825
2023-01-02 06:30:00,28.02,8.155,2.86,39.035
2023-01-02 06:45:00,27.965,7.6075,2.515,38.0875
2023-01-02 07:00:00,27.91,7.06,2.17,37.14
2023-01-02 07:15:00,27.9625,17.7125,11.1075,56.7825
2023-01-02 07:30:00,28.015,28.365,20.045,76.425
2023-01-02 07:45:00,28.067500000000003,39.0175,28.9825,96.0675
2023-01-02 08:00:00,28.12,49.67,37.92,115.71
2023-01-02 08:15:00,26.105,50.585,37.77,114.46
2023-01-02 08:30:00,24.09,51.5,37.620000000000005,113.21
2023-01-02 08:45:00,22.075,52.415,37.47,111.96
2023-01-02 09:00:00,20.06,53.33,37.32,110.71
2023-01-02 09:15:00,19.165,52.685,36.8475,108.6975
2023-01-02 09:30:00,18.27,52.04,36.375,106.685
2023-01-02 09:45:00,17.375,51.395,35.9025,104.6725
2023-01-02 10:00:00,16.48,50.75,35.43,102.66
2023-01-02 10:15:00,14.7325,51.4625,36.1775,102.3725
2023-01-02 10:30:00,12.985,52.175,36.925,102.085
2023-01-02 10:45:00,11.2375,52.8875,37.6725,101.7975
2023-01-02 11:00:00,9.49,53.6,38.42,101.51
2023-01-02 11:15:00,9.4425,52.9225,38.24,100.605
2023-01-02 11:30:00,9.395,52.245000000000005,38.06,99.7
2023-01-02 11:45:00,9.3475,51.5675,37.88,98.79500000000002
2023-01-02 12:00:00,9.3,50.89,37.7,97.89
2023-01-02 12:15:00,8.895,50.3125,37.495000000000005,96.7025
2023-01-02 12:30:00,8.49,49.735,37.290000000000006,95.515
2023-01-02 12:45:00,8.085,49.1575,37.085,94.3275
2023-01-02 13:00:00,7.68,48.58,36.88,93.14
2023-01-02 13:15:00,8.03,48.3225,37.4125,93.765
2023-01-02 13:30:00,8.379999999999999,48.065,37.945,94.39
2023-01-02 13:45:00,8.73,47.8075,38.4775,95.015
2023-01-02 14:00:00,9.08,47.55,39.01,95.64
2023-01-02 14:15:00,9.205,47.905,39.1525,96.2625
2023-01-02 14:30:00,9.33,48.26,39.295,96.885
2023-01-02 14:45:00,9.455,48.615,39.4375,97.5075
2023-01-02 15:00:00,9.58,48.97,39.58,98.13
2023-01-02 15:15:00,10.445,48.4175,38.9975,97.86
2023-01-02 15:30:00,11.31,47.865,38.415,97.59
2023-01-02 15:45:00,12.175,47.3125,37.8325,97.32
2023-01-02 16:00:00,13.04,46.76,37.25,97.05
2023-01-02 16:15:00,14.607499999999998,47.7325,28.11,90.45
2023-01-02 16:30:00,16.174999999999997,48.705,18.97,83.85
2023-01-02 16:45:00,17.7425,49.6775,9.829999999999998,77.24999999999999
2023-01-02 17:00:00,19.31,50.65,0.69,70.64999999999999
2023-01-02 17:15:00,21.5325,49.64,0.7224999999999999,71.895
2023-01-02 17:30:00,23.755,48.63,0.7549999999999999,73.13999999999999
2023-01-02 17:45:00,25.9775,47.62,0.7875,74.38499999999999
2023-01-02 18:00:00,28.2,46.61,0.82,75.63
2023-01-02 18:15:00,29.2575,36.605,0.865,66.7275
2023-01-02 18:30:00,30.315,26.6,0.91,57.825
2023-01-02 18:45:00,31.3725,16.595000000000002,0.955,48.9225
2023-01-02 19:00:00,32.43,6.59,1.0,40.02
2023-01-02 19:15:00,33.754999999999995,6.59,1.275,41.62
2023-01-02 19:30:00,35.08,6.59,1.55,43.22
2023-01-02 19:45:00,36.405,6.59,1.825,44.82000000000001
2023-01-02 20:00:00,37.73,6.59,2.1,46.42
2023-01-02 20:15:00,36.745,7.14,2.4375,46.3225
2023-01-02 20:30:00,35.76,7.689999999999999,2.7750000000000004,46.225
2023-01-02 20:45:00,34.775,8.239999999999998,3.1125000000000003,46.1275
2023-01-02 21:00:00,33.79,8.79,3.45,46.03
2023-01-02 21:15:00,32.8325,8.177499999999998,2.765,43.77499999999999
2023-01-02 21:30:00,31.875,7.564999999999999,2.08,41.52
2023-01-02 21:45:00,30.9175,6.9525,1.395,39.265
2023-01-02 22:00:00,29.96,6.34,0.71,37.01
2023-01-02 22:15:00,27.8825,5.7225,1.7225,35.3275
2023-01-02 22:30:00,25.805,5.105,2.735,33.645
2023-01-02 22:45:00,23.7275,4.4875,3.7475,31.9625
2023-01-02 23:00:00,21.65,3.87,4.76,30.28
2023-01-02 23:15:00,18.5175,4.47,4.5125,27.5
2023-01-02 23:30:00,15.384999999999998,5.07,4.265,24.72
2023-01-02 23:45:00,12.2525,5.67,4.0175,21.94
2023-01-03 00:00:00,9.12,6.27,3.77,19.16
2023-01-03 00:15:00,8.885,7.305,4.17,20.36
2023-01-03 00:30:00,8.649999999999999,8.34,4.57,21.56
2023-01-03 00:45:00,8.415,9.375,4.970000000000001,22.76
2023-01-03 01:00:00,8.18,10.41,5.37,23.96
2023-01-03 01:15:00,7.185,10.675,4.295,22.155
2023-01-03 01:30:00,6.19,10.94,3.22,20.35
2023-01-03 01:45:00,5.195,11.205,2.1450000000000005,18.545
2023-01-03 02:00:00,4.2,11.47,1.07,16.740000000000002
2023-01-03 02:15:00,5.74,10.395,0.94,17.075
2023-01-03 02:30:00,7.279999999999999,9.32,0.81,17.41
2023-01-03 02:45:00,8.82,8.245000000000001,0.68,17.745
2023-01-03 03:00:00,10.36,7.17,0.55,18.08
2023-01-03 03:15:00,11.705,8.445,0.67,20.82
2023-01-03 03:30:00,13.05,9.72,0.79,23.56
2023-01-03 03:45:00,14.395,10.995,0.91,26.3
2023-01-03 04:00:00,15.74,12.27,1.03,29.04
2023-01-03 04:15:00,17.43,11.1825,1.2675,29.879999999999995
2023-01-03 04:30:00,19.12,10.095,1.505,30.72
2023-01-03 04:45:00,20.81,9.0075,1.7425,31.56
2023-01-03 05:00:00,22.5,7.92,1.98,32.4
2023-01-03 05:15:00,24.5675,7.645,2.035,34.2475
2023-01-03 05:30:00,26.635,7.37,2.09,36.095
2023-01-03 05:45:00,28.7025,7.095000000000001,2.145,37.9425
2023-01-03 06:00:00,30.77,6.82,2.2,39.790000000000006
2023-01-03 06:15:00,30.675,8.0,2.0825,40.7575
2023-01-03 06:30:00,30.58,9.18,1.965,41.725
2023-01-03 06:45:00,30.485,10.36,1.8475,42.6925
2023-01-03 07:00:00,30.39,11.54,1.73,43.66
2023-01-03 07:15:00,29.7575,21.8,9.8625,61.42
2023-01-03 07:30:00,29.125,32.06,17.995,79.18
2023-01-03 07:45:00,28.4925,42.32,26.1275,96.94
2023-01-03 08:00:00,27.86,52.58,34.26,114.7
2023-01-03 08:15:00,26.3125,52.565,35.6075,114.485
2023-01-03 08:30:00,24.765,52.55,36.955,114.27
2023-01-03 08:45:00,23.2175,52.535,38.3025,114.055
2023-01-03 09:00:00,21.67,52.52,39.65,113.84
2023-01-03 09:15:00,19.5275,52.0975,40.065,111.69
2023-01-03 09:30:00,17.385,51.675,40.48,109.54
2023-01-03 09:45:00,15.2425,51.2525,40.895,107.39
2023-01-03 10:00:00,13.1,50.83,41.31,105.24
2023-01-03 10:15:00,12.995,49.41,39.58,101.985
2023-01-03 10:30:00,12.89,47.99,37.85,98.73
2023-01-03 10:45:00,12.785,46.57,36.120000000000005,95.475
2023-01-03 11:00:00,12.68,45.15,34.39,92.22
2023-01-03 11:15:00,11.2525,46.1025,35.365,92.72
2023-01-03 11:30:00,9.825,47.055,36.34,93.22
2023-01-03 11:45:00,8.3975,48.0075,37.315,93.72
2023-01-03 12:00:00,6.97,48.96,38.29,94.22
2023-01-03 12:15:00,7.115,50.0675,37.5775,94.76
2023-01-03 12:30:00,7.26,51.175,36.865,95.29999999999998
2023-01-03 12:45:00,7.404999999999999,52.2825,36.1525,95.84
2023-01-03 13:00:00,7.55,53.39,35.44,96.38
2023-01-03 13:15:00,7.4975,52.6725,35.9775,96.1475
2023-01-03 13:30:00,7.445,51.955,36.515,95.915
2023-01-03 13:45:00,7.3925,51.2375,37.0525,95.6825
2023-01-03 14:00:00,7.34,50.52,37.59,95.45
2023-01-03 14:15:00,8.085,50.3925,37.74,96.2175
2023-01-03 14:30:00,8.83,50.265,37.89,96.985
2023-01-03 14:45:00,9.575,50.1375,38.04,97.7525
2023-01-03 15:00:00,10.32,50.01,38.19,98.52
2023-01-03 15:15:00,11.2925,51.2025,38.56,101.055
2023-01-03 15:30:00,12.265,52.395,38.93,103.59
2023-01-03 15:45:00,13.2375,53.5875,39.3,106.125
2023-01-03 16:00:00,14.21,54.78,39.67,108.66
2023-01-03 16:15:00,16.125,52.8475,30.75,99.7225
2023-01-03 16:30:00,18.04,50.915,21.83,90.785
2023-01-03 16:45:00,19.955,48.9825,12.910000000000004,81.8475
2023-01-03 17:00:00,21.87,47.05,3.99,72.91
2023-01-03 17:15:00,23.19,48.32,3.7525,75.2625
2023-01-03 17:30:00,24.51,49.59,3.515,77.615
2023-01-03 17:45:00,25.83,50.86,3.2775,79.9675
2023-01-03 18:00:00,27.15,52.13,3.04,82.32000000000001
2023-01-03 18:15:00,29.87,41.555,2.44,73.865
2023-01-03 18:30:00,32.59,30.98,1.84,65.41000000000001
2023-01-03 18:45:00,35.31,20.405,1.2400000000000002,56.955000000000005
2023-01-03 19:00:00,38.03,9.83,0.64,48.5
2023-01-03 19:15:00,38.6575,9.7375,0.665,49.06
2023-01-03 19:30:00,39.285,9.645,0.69,49.61999999999999
2023-01-03 19:45:00,39.9125,9.5525,0.715,50.18000000000001
2023-01-03 20:00:00,40.54,9.46,0.74,50.74
2023-01-03 20:15:00,39.6875,8.8725,1.26,49.82
2023-01-03 20:30:00,38.835,8.285,1.78,48.900000000000006
2023-01-03 20:45:00,37.9825,7.697500000000001,2.3,47.98
2023-01-03 21:00:00,37.13,7.11,2.82,47.06
2023-01-03 21:15:00,35.22,8.7025,4.297499999999999,48.22
2023-01-03 21:30:00,33.31,10.295,5.775,49.38
2023-01-03 21:45:00,31.4,11.8875,7.252499999999999,50.53999999999999
2023-01-03 22:00:00,29.49,13.48,8.73,51.7
2023-01-03 22:15:00,28.1825,11.71,7.0525,46.945
2023-01-03 22:30:00,26.875,9.94,5.375,42.19
2023-01-03 22:45:00,25.567500000000003,8.17,3.6975,37.435
2023-01-03 23:00:00,24.26,6.4,2.02,32.68000000000001
2023-01-03 23:15:00,20.385,6.2225,1.59,28.1975
2023-01-03 23:30:00,16.51,6.045,1.16,23.715
2023-01-03 23:45:00,12.635,5.867500000000001,0.73,19.2325
2023-01-04 00:00:00,8.76,5.69,0.3,14.75
2023-01-04 00:15:00,7.564999999999999,5.53,1.08,14.175
2023-01-04 00:30:00,6.37,5.37,1.86,13.6
2023-01-04 00:45:00,5.175000000000001,5.21,2.64,13.025000000000002
2023-01-04 01:00:00,3.98,5.05,3.42,12.45
2023-01-04 01:15:00,4.7725,6.1225,3.295,14.19
2023-01-04 01:30:00,5.565,7.195,3.17,15.93
2023-01-04 01:45:00,6.3575,8.2675,3.045,17.67
2023-01-04 02:00:00,7.15,9.34,2.92,19.410000000000004
2023-01-04 02:15:00,8.765,9.59,3.515,21.87
2023-01-04 02:30:00,10.38,9.84,4.109999999999999,24.33
2023-01-04 02:45:00,11.995,10.09,4.705,26.79
2023-01-04 03:00:00,13.61,10.34,5.3,29.25
2023-01-04 03:15:00,14.0625,9.0375,4.935,28.035
2023-01-04 03:30:00,14.515,7.734999999999999,4.57,26.82
2023-01-04 03:45:00,14.9675,6.4325,4.205,25.605
2023-01-04 04:00:00,15.42,5.13,3.84,24.39
2023-01-04 04:15:00,16.845,5.9425,4.1,26.8875
2023-01-04 04:30:00,18.27,6.755000000000001,4.359999999999999,29.385
2023-01-04 04:45:00,19.695,7.567500000000001,4.62,31.882500000000004
2023-01-04 05:00:00,21.12,8.38,4.88,34.38
2023-01-04 05:15:00,23.085,8.315000000000001,4.1425,35.542500000000004
2023-01-04 05:30:00,25.05,8.25,3.405,36.705
2023-01-04 05:45:00,27.015,8.184999999999999,2.6674999999999995,37.8675
2023-01-04 06:00:00,28.98,8.12,1.93,39.03
2023-01-04 06:15:00,29.455,8.802499999999998,1.575,39.8325
2023-01-04 06:30:00,29.93,9.485,1.22,40.635
2023-01-04 06:45:00,30.405,10.1675,0.865,41.43750000000001
2023-01-04 07:00:00,30.88,10.85,0.51,42.24
2023-01-04 07:15:00,30.2025,20.9825,9.95,61.135000000000005
2023-01-04 07:30:00,29.525,31.115,19.390000000000004,80.03
2023-01-04 07:45:00,28.8475,41.2475,28.830000000000005,98.925
2023-01-04 08:00:00,28.17,51.38,38.27,117.82000000000002
2023-01-04 08:15:00,26.3025,51.2225,39.0075,116.5325
2023-01-04 08:30:00,24.435,51.065,39.745000000000005,115.245
2023-01-04 08:45:00,22.5675,50.9075,40.4825,113.9575
2023-01-04 09:00:00,20.7,50.75,41.22,112.67
2023-01-04 09:15:00,19.12,50.06,40.3325,109.5125
2023-01-04 09:30:00,17.54,49.370000000000005,39.445,106.355
2023-01-04 09:45:00,15.96,48.68,38.557500000000005,103.1975
2023-01-04 10:00:00,14.38,47.99,37.67,100.04
2023-01-04 10:15:00,14.3775,48.83,37.42,100.6275
2023-01-04 10:30:00,14.375,49.67,37.17,101.215
2023-01-04 10:45:00,14.3725,50.510000000000005,36.92,101.8025
2023-01-04 11:00:00,14.37,51.35,36.67,102.39
2023-01-04 11:15:00,12.614999999999998,51.255,36.1725,100.0425
2023-01-04 11:30:00,10.86,51.16,35.675,97.695
2023-01-04 11:45:00,9.105,51.065,35.1775,95.3475
2023-01-04 12:00:00,7.35,50.97,34.68,93.0
2023-01-04 12:15:00,7.3475,50.4125,35.567499999999995,93.3275
2023-01-04 12:30:00,7.345,49.855,36.455,93.655
2023-01-04 12:45:00,7.342499999999999,49.2975,37.3425,93.9825
2023-01-04 13:00:00,7.34,48.74,38.23,94.31
2023-01-04 13:15:00,7.699999999999999,49.94,38.3925,96.0325
2023-01-04 13:30:00,8.059999999999999,51.14,38.555,97.755
2023-01-04 13:45:00,8.42,52.34,38.7175,99.4775
2023-01-04 14:00:00,8.78,53.54,38.88,101.2
2023-01-04 14:15:00,9.205,52.7075,37.97,99.8825
2023-01-04 14:30:00,9.63,51.875,37.06,98.565
2023-01-04 14:45:00,10.055,51.0425,36.150000000000006,97.2475
2023-01-04 15:00:00,10.48,50.21,35.24,95.93
2023-01-04 15:15:00,11.63,49.61,35.69,96.93
2023-01-04 15:30:00,12.78,49.010000000000005,36.14,97.93
2023-01-04 15:45:00,13.93,48.41,36.59,98.93
2023-01-04 16:00:00,15.08,47.81,37.04,99.93
2023-01-04 16:15:00,16.22,48.3125,28.925,93.4575
2023-01-04 16:30:00,17.36,48.815,20.81,86.985
2023-01-04 16:45:00,18.5,49.3175,12.695,80.51249999999999
2023-01-04 17:00:00,19.64,49.82,4.58,74.04
2023-01-04 17:15:00,21.365,49.8975,4.2475000000000005,75.51
2023-01-04 17:30:00,23.09,49.975,3.915,76.98
2023-01-04 17:45:00,24.815,50.0525,3.5825,78.45
2023-01-04 18:00:00,26.54,50.13,3.25,79.92
2023-01-04 18:15:00,29.21,39.14,3.32,71.66999999999999
2023-01-04 18:30:00,31.88,28.15,3.39,63.42
2023-01-04 18:45:00,34.55,17.160000000000004,3.46,55.17
2023-01-04 19:00:00,37.22,6.17,3.53,46.92
2023-01-04 19:15:00,36.84,5.8,3.8,46.44
2023-01-04 19:30:00,36.46,5.43,4.07,45.96
2023-01-04 19:45:00,36.08,5.0600000000000005,4.34,45.48
2023-01-04 20:00:00,35.7,4.69,4.61,45.0
2023-01-04 20:15:00,35.6425,5.192500000000001,4.335,45.17
2023-01-04 20:30:00,35.585,5.695,4.0600000000000005,45.34
2023-01-04 20:45:00,35.5275,6.1975,3.785,45.510000000000005
2023-01-04 21:00:00,35.47,6.7,3.51,45.68
2023-01-04 21:15:00,33.6425,6.8100000000000005,3.89,44.3425
2023-01-04 21:30:00,31.815,6.92,4.27,43.005
2023-01-04 21:45:00,29.9875,7.029999999999999,4.65,41.6675
2023-01-04 22:00:00,28.16,7.14,5.03,40.33
2023-01-04 22:15:00,26.0575,7.79,3.8475,37.69500000000001
2023-01-04 22:30:00,23.955,8.44,2.665,35.059999999999995
2023-01-04 22:45:00,21.8525,9.09,1.4825,32.425
2023-01-04 23:00:00,19.75,9.74,0.3,29.790000000000003
2023-01-04 23:15:00,16.6275,8.852500000000001,0.885,26.36500000000001
2023-01-04 23:30:00,13.505,7.965,1.4700000000000002,22.94
2023-01-04 23:45:00,10.3825,7.077500000000001,2.055,19.515
